cargo,id_ubicacion,clase_ubicacion,descripcion_ubicacion,COMUNA,cant_votos_positivos,cant_votos_negativos,porcentaje_participacion,porcentaje_planillas_procesadas,cant_votantes,hora_proceso,clase_candidatura,id_candidatura,descripcion_candidatura,cant_votos
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,3.3.3,Volvamos Buenos Aires,5226
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,4.4.4,Es Ahora Buenos Aires,19822
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,5.5.5,Evolución,1659
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,2486
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,7.7.7,Principios y Valores,1645
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,8.8.8,Unión Porteña Libertaria,527
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Lista,9.9.9,Movimiento Plural,130
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Blanco,BLC,Voto en BLANCO,1390
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,7
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Especial,NUL,Votos NULOS,100
DIP,CABA.3.8,Localidad,Balvanera,Comuna 03,68832,119,44.2703,99.7757,68951,2025-05-18 20:40:01,Especial,REC,Votos RECURRIDOS,12
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,106
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,516
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,11.11.11,El Movimiento,59
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,12.12.12,Frente Patriota Federal,59
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,13.13.13,La Izquierda en la Ciudad,114
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,14.14.14,La Libertad Avanza,7398
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,15.15.15,Seamos Libres,198
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,16.16.16,Unión del Centro Democrático,727
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,496
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,2.2.2,Buenos Aires Primero,3608
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,3.3.3,Volvamos Buenos Aires,2138
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,4.4.4,Es Ahora Buenos Aires,8882
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,5.5.5,Evolución,516
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,1116
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,7.7.7,Principios y Valores,664
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,8.8.8,Unión Porteña Libertaria,175
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Lista,9.9.9,Movimiento Plural,61
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Blanco,BLC,Voto en BLANCO,552
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,2
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Especial,NUL,Votos NULOS,24
DIP,CABA.3.9,Localidad,San Cristobal,Comuna 03,27385,29,52.9227,99.3288,27414,2025-05-18 19:45:01,Especial,REC,Votos RECURRIDOS,3
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,140
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,261
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,11.11.11,El Movimiento,86
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,12.12.12,Frente Patriota Federal,49
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,13.13.13,La Izquierda en la Ciudad,129
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,14.14.14,La Libertad Avanza,6099
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,15.15.15,Seamos Libres,179
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,16.16.16,Unión del Centro Democrático,595
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,547
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,2.2.2,Buenos Aires Primero,2996
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,3.3.3,Volvamos Buenos Aires,1995
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,4.4.4,Es Ahora Buenos Aires,7697
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,5.5.5,Evolución,922
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,799
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,7.7.7,Principios y Valores,627
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,8.8.8,Unión Porteña Libertaria,233
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Lista,9.9.9,Movimiento Plural,69
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Blanco,BLC,Voto en BLANCO,480
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,1
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Especial,NUL,Votos NULOS,24
DIP,CABA.4.10,Localidad,Boca,Comuna 04,23903,30,48.1549,100,23933,2025-05-18 20:50:01,Especial,REC,Votos RECURRIDOS,5
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,188
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,691
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,11.11.11,El Movimiento,133
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,12.12.12,Frente Patriota Federal,72
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,13.13.13,La Izquierda en la Ciudad,171
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,14.14.14,La Libertad Avanza,10863
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,15.15.15,Seamos Libres,442
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,16.16.16,Unión del Centro Democrático,1192
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,805
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,2.2.2,Buenos Aires Primero,5877
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,3.3.3,Volvamos Buenos Aires,3366
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,4.4.4,Es Ahora Buenos Aires,13357
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,5.5.5,Evolución,830
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,1305
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,7.7.7,Principios y Valores,828
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,8.8.8,Unión Porteña Libertaria,485
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Lista,9.9.9,Movimiento Plural,95
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Blanco,BLC,Voto en BLANCO,813
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,2
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Especial,NUL,Votos NULOS,43
DIP,CABA.4.11,Localidad,Barracas,Comuna 04,41513,48,44.3081,100,41561,2025-05-18 19:50:01,Especial,REC,Votos RECURRIDOS,3
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,108
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,388
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,11.11.11,El Movimiento,65
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,12.12.12,Frente Patriota Federal,44
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,13.13.13,La Izquierda en la Ciudad,108
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,14.14.14,La Libertad Avanza,5952
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,15.15.15,Seamos Libres,171
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,16.16.16,Unión del Centro Democrático,571
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,451
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,2.2.2,Buenos Aires Primero,3027
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,3.3.3,Volvamos Buenos Aires,1845
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,4.4.4,Es Ahora Buenos Aires,7344
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,5.5.5,Evolución,436
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,930
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,7.7.7,Principios y Valores,647
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,8.8.8,Unión Porteña Libertaria,161
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Lista,9.9.9,Movimiento Plural,26
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Blanco,BLC,Voto en BLANCO,443
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,0
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Especial,NUL,Votos NULOS,29
DIP,CABA.4.12,Localidad,Parque Patricios,Comuna 04,22717,29,53.7095,100,22746,2025-05-18 20:25:01,Especial,REC,Votos RECURRIDOS,0
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,57
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,325
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,11.11.11,El Movimiento,69
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,12.12.12,Frente Patriota Federal,43
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,13.13.13,La Izquierda en la Ciudad,117
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,14.14.14,La Libertad Avanza,6737
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,15.15.15,Seamos Libres,187
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,16.16.16,Unión del Centro Democrático,660
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,598
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,2.2.2,Buenos Aires Primero,2688
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,3.3.3,Volvamos Buenos Aires,2081
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,4.4.4,Es Ahora Buenos Aires,7734
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,5.5.5,Evolución,457
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,832
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,7.7.7,Principios y Valores,742
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,8.8.8,Unión Porteña Libertaria,219
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Lista,9.9.9,Movimiento Plural,47
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Blanco,BLC,Voto en BLANCO,532
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,1
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Especial,NUL,Votos NULOS,29
DIP,CABA.4.13,Localidad,Nueva Pompeya,Comuna 04,24125,35,50.3858,100,24160,2025-05-18 19:55:01,Especial,REC,Votos RECURRIDOS,5
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,284
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,1941
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,11.11.11,El Movimiento,175
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,12.12.12,Frente Patriota Federal,114
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,13.13.13,La Izquierda en la Ciudad,315
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,14.14.14,La Libertad Avanza,20000
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,15.15.15,Seamos Libres,321
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,16.16.16,Unión del Centro Democrático,1860
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,1111
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,2.2.2,Buenos Aires Primero,11047
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,3.3.3,Volvamos Buenos Aires,5908
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,4.4.4,Es Ahora Buenos Aires,22843
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,5.5.5,Evolución,1813
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,2963
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,7.7.7,Principios y Valores,1466
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,8.8.8,Unión Porteña Libertaria,387
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Lista,9.9.9,Movimiento Plural,117
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Blanco,BLC,Voto en BLANCO,1332
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,4
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Especial,NUL,Votos NULOS,58
DIP,CABA.5.14,Localidad,Almagro,Comuna 05,73997,66,54.9632,100,74063,2025-05-18 20:40:01,Especial,REC,Votos RECURRIDOS,4
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,78
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,617
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,11.11.11,El Movimiento,53
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,12.12.12,Frente Patriota Federal,39
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,13.13.13,La Izquierda en la Ciudad,139
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,14.14.14,La Libertad Avanza,7110
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,15.15.15,Seamos Libres,172
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,16.16.16,Unión del Centro Democrático,644
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,17.17.17,Movimiento de Integración y Desarrollo,556
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,2.2.2,Buenos Aires Primero,3801
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,3.3.3,Volvamos Buenos Aires,2219
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,4.4.4,Es Ahora Buenos Aires,9904
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,5.5.5,Evolución,614
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,6.6.6,Frente de Izquierda y de Trabajadores - Unidad,1136
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,7.7.7,Principios y Valores,728
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,8.8.8,Unión Porteña Libertaria,152
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Lista,9.9.9,Movimiento Plural,49
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Blanco,BLC,Voto en BLANCO,573
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Especial,IMP,Votos DE IDENTIDAD IMPUGNADA,0
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Especial,NUL,Votos NULOS,31
DIP,CABA.5.15,Localidad,Boedo,Comuna 05,28584,34,59.2505,100,28618,2025-05-18 20:25:01,Especial,REC,Votos RECURRIDOS,3
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,1.1.1,Confluencia - Por la Igualdad y la Soberanía,332
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,10.10.10,Coalición Cívica - Afirmación para una República Igualitaria,3409
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,11.11.11,El Movimiento,163
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,12.12.12,Frente Patriota Federal,148
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,13.13.13,La Izquierda en la Ciudad,396
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,14.14.14,La Libertad Avanza,31120
DIP,CABA.6.16,Localidad,Caballito,Comuna 06,109450,107,61.3764,99.8043,109557,2025-05-18 20:10:01,Lista,15.15.15,Seamos Libres,411
